databaseID	AGORA_ID	CopyNum
GCF_000177335.1_ASM17733v1	Pyramidobacter_piscolens_W5455	3
GCF_000177375.1_ASM17737v1	Bulleidia_extructa_W1219	1
GCF_000178215.1_ASM17821v1	Bacteroides_xylanisolvens_SD_CC_1b	1
GCF_000178275.1_ASM17827v1	Bacteroides_ovatus_SD_CMC_3f	3
GCF_000178295.1_ASM17829v1	Bacteroides_ovatus_SD_CC_2a	1
GCF_000178435.1_ASM17843v1	Aerococcus_viridans_ATCC_11563	1
GCF_000178475.1_ASM17847v1	Lactobacillus_amylolyticus_DSM_11664	1
GCF_000178835.2_ASM17883v2	Cellulosilyticum_lentocellum_DSM_5427	11
GCF_000179055.1_ASM17905v1	Prevotella_bryantii_C21a	12
GCF_000179635.2_ASM17963v2	Ruminococcus_albus_7	4
GCF_000179675.1_ASM17967v1	Prevotella_disiens_FB035_09AN	5
GCF_000179735.1_ASM17973v1	Veillonella_atypica_ACS_049_V_Sch6	2
GCF_000179875.1_ASM17987v1	Leuconostoc_argentinum_KCTC_3773	1
GCF_000180155.1_ASM18015v1	Actinomyces_oris_K20	1
GCF_000180435.1_ASM18043v1	Micrococcus_luteus_NCTC_2665	2
GCF_000182605.1_ASM18260v1	Clostridium_butyricum_E4_str_BoNT_E_BL5262	15
GCF_000182855.2_ASM18285v1	Lactobacillus_amylovorus_GRL_1112	4
GCF_000183525.2_ASM18352v3	Eubacterium_cellulosolvens_6	7
GCF_000183565.1_ASM18356v1	Peptoniphilus_harei_ACS_146_V_Sch2b	2
GCF_000183685.1_ASM18368v1	Staphylococcus_hominis_subsp_hominis_C80	8
GCF_000183705.1_ASM18370v1	Staphylococcus_caprae_C87	6
GCF_000183825.1_ASM18382v1	Lactobacillus_animalis_KCTC_3501	1
GCF_000184325.1_ASM18432v1	Vibrio_furnissii_NCTC_11218	7
GCF_000184945.1_ASM18494v1	Prevotella_buccae_ATCC_33574	1
GCF_000185145.2_ASM18514v2	Prevotella_oralis_ATCC_33269	3
GCF_000185345.1_ASM18534v1	Campylobacter_upsaliensis_JV21	1
GCF_000185505.1_ASM18550v1	Pseudoramibacter_alactolyticus_ATCC_23263	2
GCF_000185525.1_ASM18552v1	Lachnospiraceae_bacterium_sp_5_1_63FAA	8
GCF_000185545.1_ASM18554v1	Lachnospiraceae_bacterium_sp_8_1_57FAA	4
GCF_000185585.1_ASM18558v1	Bacteroides_sp_4_1_36	2
GCF_000185605.1_ASM18560v1	Bacteroides_eggerthii_1_2_48FAA	4
GCF_000185625.1_ASM18562v1	Eggerthella_sp_1_3_56FAA	1
GCF_000185645.1_ASM18564v1	Gemella_morbillorum_M424	5
GCF_000185665.1_ASM18566v1	Bifidobacterium_longum_longum_JCM_1217	4
GCF_000185685.2_Ente_bact_9_2_54FAA_V2	Enterobacteriaceae_bacterium_9_2_54FAA	5
GCF_000185705.2_Bilo_wads_3_1_6_V2	Bilophila_wadsworthia_3_1_6	4
GCF_000185845.1_ASM18584v1	Prevotella_salivae_DSM_15606	1
GCF_000186105.1_Bacteroides_sp_3_1_40A_V1	Bacteroides_sp_3_1_40A	2
GCF_000186325.1_ASM18632v1	Dietzia_cinnamea_P4	1
GCF_000186425.1_ASM18642v1	Lautropia_mirabilis_ATCC_51599	1
GCF_000186465.1_ASM18646v1	Streptococcus_australis_ATCC_700641	1
GCF_000186505.1_Sutt_wads_3_1_45B_V1	Sutterella_wadsworthensis_3_1_45B	6
GCF_000186545.1_Strep_angi_1_2_62CV_V1	Streptococcus_anginosus_1_2_62CV	1
GCF_000186945.2_ASM18694v2	Solobacterium_moorei_F0204	1
GCF_000187265.1_ASM18726v1	Streptococcus_equinus_ATCC_9812	1
GCF_000187465.1_ASM18746v1	Streptococcus_infantis_ATCC_700779	1
GCF_000187505.1_ASM18750v1	Streptococcus_parasanguinis_ATCC_903	1
GCF_000187585.1_ASM18758v1	Streptococcus_peroris_ATCC_700780	1
GCF_000187855.1_ASM18785v1	Streptococcus_cristatus_ATCC_51100	1
GCF_000188175.1_ASM18817v1	Phascolarctobacterium_succinatutens_YIT_12067	1
GCF_000188195.1_ASM18819v1	Succinatimonas_hippei_YIT_12066	1
GCF_000188315.1_ASM18831v1	Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957	5
GCF_000189595.1_Clos_symb_WAL_14163_V1	Clostridium_symbiosum_WAL_14163	5
GCF_000189615.1_Clos_symb_WAL_14673_V2	Clostridium_symbiosum_WAL_14673	5
GCF_000191145.1_ASM19114v1	Acinetobacter_calcoaceticus_PHEA_2	2
GCF_000191365.1_ASM19136v1	Enterococcus_casseliflavus_ATCC_12755	1
GCF_000193395.1_ASM19339v1	Prevotella_denticola_F0289	4
GCF_000193635.1_ASM19363v1	Weissella_cibaria_KACC_11862	1
GCF_000195615.1_ASM19561v1	Bacteroides_clarus_YIT_12056	1
GCF_000195635.1_ASM19563v1	Bacteroides_fluxus_YIT_12057	1
GCF_000196095.1_ASM19609v1	Vibrio_parahaemolyticus_RIMD_2210633	11
GCF_000196535.1_ASM19653v1	Mobiluncus_curtisii_ATCC_43063	2
GCF_000196575.1_ASM19657v1	Bifidobacterium_longum_infantis_157F_NC	4
GCF_000203855.3_ASM20385v3	Lactobacillus_plantarum_WCFS1	5
GCF_000204115.1_ASM20411v1	Aeromonas_veronii_B565	10
GCF_000204335.2_Geme_sang_M325_V2	Gemella_sanguinis_M325	4
GCF_000204845.1_ASM20484v2	Bacillus_atrophaeus_ATCC_49822_1	1
GCF_000204985.1_ASM20498v1	Lactobacillus_johnsonii_DPC_6026	4
GCF_000205025.1_ASM20502v1	Parasutterella_excrementihominis_YIT_11859	1
GCF_000205165.1_ASM20516v1	Paraprevotella_xylaniphila_YIT_11841	1
GCF_000208825.1_ASM20882v1	Aeromonas_caviae_Ae398	2
GCF_000210095.1_ASM21009v1	Ruminococcus_champanellensis_18P13	1
GCF_000210575.1_ASM21057v1	Alistipes_shahii_WAL_8301	1
GCF_000210615.1_ASM21061v1	Eubacterium_cylindroides_T2_87	1
GCF_000210795.2_ASM21079v2	Listeria_monocytogenes_serotype_7_SLCC_2482	6
GCF_000210835.1_ASM21083v1	Bacteroides_fragilis_638R	6
GCF_000210895.1_ASM21089v1	Haemophilus_parainfluenzae_T3T1	6
GCF_000212375.1_ASM21237v1	Porphyromonas_asaccharolytica_DSM_20707	2
GCF_000213555.1_Dysg_gade_ATCC_V1	Dysgonomonas_gadei_ATCC_BAA_286	5
GCF_000213825.1_ASM21382v1	Streptococcus_parauberis_KCTC_11537	5
GCF_000214035.1_ASM21403v1	Methyloversatilis_universalis_FAM5	4
GCF_000215645.1_ASM21564v1	Corynebacterium_ulcerans_809	4
GCF_000215745.1_ASM21574v1	Enterobacter_aerogenes_KCTC_2190	8
GCF_000218365.1_Bacteroides_sp_1_1_30_V1	Bacteroides_sp_1_1_30	5
GCF_000219275.1_ASM21927v1	Acinetobacter_lwoffii_WJ10621	5
GCF_000220135.1_ASM22013v1	Bifidobacterium_breve_UCC2003_NCIMB8807	2
GCF_000220235.1_ASM22023v1	Prevotella_nigrescens_ATCC_33563	1
GCF_000220255.1_ASM22025v1	Prevotella_pallens_ATCC_700821	1
GCF_000220865.1_ASM22086v1	Neisseria_macacae_ATCC_33926	1
GCF_000220885.1_ASM22088v1	Bifidobacterium_animalis_lactis_CNCM_I_2494	4
GCF_000221505.1_ASM22150v2	Lactobacillus_oris_F0423	7
GCF_000221985.1_ASM22198v1	Streptococcus_pseudopneumoniae_IS7493	1
GCF_000222025.1_ASM22202v2	Haemophilus_haemolyticus_M19501	8
GCF_000222745.1_ASM22274v2	Streptococcus_australis_ATCC_700641	4
GCF_000222765.1_ASM22276v2	Streptococcus_cristatus_ATCC_51100	6
GCF_000224675.1_ASM22467v1	Enterobacter_asburiae_LF7a	7
GCF_000225345.1_ASM22534v1	Roseburia_hominis_A2_183	4
GCF_000225705.1_Coll_tana_YIT_12063_V1	Collinsella_tanakaei_YIT_12063	3
GCF_000225845.1_ASM22584v2	Lactobacillus_ruminis_ATCC_25644	1
GCF_000226135.1_ASM22613v2	Bacteroides_faecis_MAJ27	2
GCF_000227315.1_ASM22731v1	Peptoniphilus_indolicus_ATCC_29427	1
GCF_000230275.1_ASM23027v1	Acidaminococcus_intestini_RyC_MR95	3
GCF_000230915.1_ASM23091v1	Paenibacillus_lactis_154	13
GCF_000231275.1_Alis_indi_YIT_V1	Alistipes_indistinctus_YIT_12060	2
GCF_000233455.1_Clos_citr_WAL_17108_V1	Clostridium_citroniae_WAL_17108	7
GCF_000233655.1_LC44-4.0	Brachybacterium_paraconglomeratum_LC44	4
GCF_000233955.1_ASM23395v1	Paraprevotella_clara_YIT_11840	3
GCF_000235705.1_ASM23570v1	Lactobacillus_curvatus_CRL_705	1
GCF_000235885.1_ASM23588v1	Prevotella_stercorea_DSM_18206	1
GCF_000237085.1_ASM23708v1	Clostridium_clariflavum_DSM_19732	6
GCF_000238795.1_ASM23879v2	Haemophilus_sputorum_CCUG_13788	1
GCF_000239255.1_ASM23925v1	Hafnia_alvei_ATCC_51873	1
GCF_000239295.1_ASM23929v1	Flavonifractor_plautii_ATCC_29863	1
GCF_000239335.1_ASM23933v1	Yokenella_regensburgei_ATCC_43003	1
GCF_000239695.1_Acti_grae_C83_V1	Actinomyces_graevenitzii_C83	4
GCF_000239955.1_ASM23995v2	Weissella_confusa_LBAE_C39_2	1
GCF_000239975.1_ASM23997v1	Enterobacter_cloacae_EcWSU1	8
GCF_000242435.1_Dial_succ_YIT_11850_V1	Dialister_succinatiphilus_YIT_11850	5
GCF_000243215.1_Odor_lane_YIT_12061_V1	Odoribacter_laneus_YIT_12061	4
GCF_000245775.1_Mega_funi_YIT_11815_V1	Megamonas_funiformis_YIT_11815	2
GCF_000247775.1_ASM24777v2	Lactobacillus_gastricus_PS3	1
GCF_000248015.1_ASM24801v2	Escherichia_hermannii_NBRC_105704	2
GCF_000248035.1_ASM24803v2	Gordonia_terrae_NBRC_100016	2
GCF_000248095.2_ASM24809v3	Lactobacillus_mucosae_LM1	8
GCF_000250875.1_ASM25087v1	Sutterella_parvirubra_YIT_11816	2
GCF_000253155.1_ASM25315v1	Streptococcus_oralis_Uo5	4
GCF_000253315.1_ASM25331v1	Streptococcus_salivarius_JIM8777	6
GCF_000257785.1_ASM25778v1	Streptococcus_constellatus_subsp_constellatus_SK53	1
GCF_000258205.1_RaeriaF0474v1.0	Rothia_aeria_F0474	1
GCF_000260275.1_ASM26027v1	Staphylococcus_pettenkoferi_VCU012	2
GCF_000260755.1_SinfantisSK959v1.0	Streptococcus_infantis_ATCC_700779	1
GCF_000261025.1_ASM26102v1	Prevotella_intermedia_17	4
GCF_000262545.1_ASM26254v1	Prevotella_bivia_DSM_20514	4
GCF_000263775.1_StacapQN11.0	Staphylococcus_capitis_QN1	3
GCF_000265095.1_ASM26509v1	Bifidobacterium_bifidum_BGN4	3
GCF_000265365.1_ASM26536v1	Alistipes_finegoldii_DSM_17242	2
GCF_000269645.1_PB_Esch_coli_MG12655_V1	Escherichia_coli_str_K_12_substr_MG1655	14
GCF_000269925.1_ASM26992v1	Lactococcus_garvieae_ATCC_49156	5
GCF_000270145.1_ASM27014v1	Streptococcus_gallolyticus_subsp_gallolyticus_ATCC_43143	5
GCF_000270285.1_ASM27028v1	Eggerthella_sp_YY7918	2
GCF_000270305.1_ASM27030v1	Clostridium_sp_SY8519	4
GCF_000271405.2_ASM27140v2	Enterococcus_hirae_ATCC_9790	6
GCF_000271445.1_KCA1_v9	Lactobacillus_pentosus_KCA1	5
GCF_000273175.1_Bact_nord_CL02T12C05_V1	Bacteroides_nordii_CL02T12C05	5
GCF_000273425.1_Esch_coli_MG12655_V1	Escherichia_coli_str_K_12_substr_MG1655	7
GCF_000273465.1_PB_Bact_egge_1_2_48FAA_V1	Bacteroides_eggerthii_1_2_48FAA	6
GCF_000273525.1_PB_Bifi_bifi_NCIMB_41171_V1	Bifidobacterium_bifidum_NCIMB_41171	6
GCF_000273625.1_PB_Fuso_sp_7_1_V1	Fusobacterium_nucleatum_subsp_animalis_7_1	12
GCF_000275465.1_Gretchen3	Alcaligenes_faecalis_subsp_faecalis_NCIB_8687	1
GCF_000277345.1_ASM27734v1	Bifidobacterium_animalis_lactis_Bi_07	4
GCF_000277715.1_ASM27771v1	Propionibacterium_propionicum_F0230a	2
GCF_000283115.1_ASM28311v1	Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711	1
GCF_000283255.1_BE01	Bacillus_endophyticus_2102	1
GCF_000283495.2_ASM28349v2	Megasphaera_elsdenii_DSM_20460	7
GCF_000283755.1_ASM28375v1	Mycoplasma_pneumoniae_309	1
GCF_000284555.1_ASM28455v1	Pseudomonas_aeruginosa_NCGM2_S1	4
GCF_000284595.1_ASM28459v1	Stenotrophomonas_maltophilia_D457	4
GCF_000284835.1_UreThermo-BF	Ureibacillus_thermosphaericus_str_Thermo_BF	1
GCF_000285555.1_ASM28555v1	Kurthia_massiliensis_JC30	1
GCF_000285915.1_ASM28591v1	Brevibacterium_massiliense_5401308	1
GCF_000285995.1_AneasH279v1.0	Actinomyces_naeslundii_str_Howell_279	3
GCF_000286335.1_StaVit1.0	Staphylococcus_vitulinus_F1028	1
GCF_000286435.2_ASM28643v2	Morganella_morganii_subsp_morganii_KT	7
GCF_000287215.2_ASM28721v3	Aeromonas_media_WS	11
GCF_000292915.1_ASM29291v1	Burkholderia_cepacia_GG4	2
GCF_000293805.1_ASM29380v1	Paenibacillus_alvei_DSM_29	9
GCF_000295715.1_ASM29571v1	Staphylococcus_arlettae_CVD059	7
GCF_000295855.1_ASM29585v1	Mycobacterium_fortuitum_subsp_fortuitum_DSM_46621	1
GCF_000296445.1_Slac_piri_YIT_12062_V1	Slackia_piriformis_YIT_12062	6
GCF_000296465.1_Barn_inte_YIT_11860_V1	Barnesiella_intestinihominis_YIT_11860	4
GCF_000296505.1_Acti_turi_ACS-279-V-COL4_V1	Actinomyces_turicensis_ACS_279_V_Col4	4
GCF_000296575.1_ASM29657v1	Brachyspira_pilosicoli_B2904	1
GCF_000297455.1_ASM29745v1	Staphylococcus_equorum_subsp_equorum_Mu2	1
GCF_000298875.1_ASM29887v1	Leuconostoc_gelidum_JB7	4
GCF_000302495.1_RH4.0	Moraxella_catarrhalis_RH4	1
GCF_000306805.1_ASM30680v1	Streptococcus_intermedius_JTH08	4
GCF_000306905.1_ASM30690v1	Listeria_monocytogenes_SLCC_2540	6
GCF_000306985.1_ASM30698v1	Listeria_monocytogenes_SLCC_7179	6
GCF_000307615.1_ASM30761v1	Listeria_monocytogenes_SLCC_2378	6
GCF_000307795.1_ASM30779v1	Helicobacter_pylori_26695	2
GCF_000308215.1_ASM30821v1	Methanomassiliicoccus_luminyensis_B10	1
GCF_000308295.2_Ab_34632	Afipia_birgiae_34632	1
GCF_000310065.1_ASM31006v1	Propionibacterium_acidipropionici_ATCC_4875	4
GCF_000311985.1_ASM31198v1	Kallipyga_massiliensis_ph2	2
GCF_000312025.1_ASM31202v1	Peptoniphilus_timonensis_JC401	1
GCF_000312305.1_ASM31230v1	Prevotella_conceptionensis_9403948	1
GCF_000312465.1_ASM31246v1	Citrobacter_freundii_ATCC_8090	2
GCF_000313615.1_Velvet_assembly_of_Campylobacter_showae_CSUNSWCD	Campylobacter_showae_CSUNSWCD	1
GCF_000313955.2_Lfzb2dn	Lysinibacillus_fusiformis_ZB2	1
GCF_000314575.1_ASM31457v1	Brevibacterium_casei_S18	2
GCF_000314755.2_Stap_simu_ACS-120-V-SCH1_V1	Staphylococcus_simulans_ACS_120_V_Sch1	5
GCF_000315485.1_Bact_olei_YIT_12058_V1	Bacteroides_oleiciplenus_YIT_12058	3
GCF_000315505.1_Veil_ratt_ACS-216-V-COL6B_V1	Veillonella_ratti_ACS_216_V_Col6b	3
GCF_000315815.2_ASM31581v2	Kocuria_palustris_PEL	1
GCF_000318115.1_ASM31811v1	Peptostreptococcus_anaerobius_DSM_2949	2
GCF_000318135.1_ASM31813v1	Corynebacterium_durum_F0235	1
GCF_000318405.1_ASM31840v1	Brevundimonas_diminuta_470_4	2
GCF_000319815.1_Psalc341.0	Pseudomonas_alcaliphila_34	1
GCF_000320405.1_ASM32040v1	Clostridium_celatum_DSM_1785	1
GCF_000327305.1_ASM32730v1	Lactococcus_raffinolactis_4877	3
GCF_000327325.1_ASM32732v1	Gordonia_rubripertincta_NBRC_101908	1
GCF_000328345.1_Brevibacillus_agri_BAB-2500_v3.1	Brevibacillus_agri_BAB_2500	8
GCF_000328885.1_SOAPdenovo	Enterobacter_hormaechei_YT3	8
GCF_000328905.1_ASM32890v1	Enterobacter_hormaechei_YT2	8
GCF_000332735.1_ASM33273v1	Staphylococcus_warneri_SG1	5
GCF_000332875.2_ASM33287v2	Anaerostipes_hadrus_DSM_3319	2
GCF_000334435.1_CloSac1.0	Clostridium_saccharoperbutylacetonicum_N1_4_HMT	4
GCF_000336695.1_ASM33669v1	Halococcus_morrhuae_DSM1307	1
GCF_000338275.1_StaXyl1.0	Staphylococcus_xylosus_NJ	1
GCF_000340375.1_Lact_cate_OT_569_V1	Eggerthia_catenaformis_OT_569	8
GCF_000340885.1_ASM34088v1	Clostridium_saccharoperbutylacetonicum_N1_4_HMT	11
GCF_000342105.1_Draft_Genome_Sequence_of_Bacillus_sonorensis_L12	Bacillus_sonorensis_L12	1
GCF_000347695.1_ASM34769v1	Bifidobacterium_thermophilum_RBL67	4
GCF_000347875.1_ATCC25175_V1	Streptococcus_mutans_ATCC_25175	5
GCF_000349565.1_Curtobacterium_flaccumfaciens_UCD-AKU	Curtobacterium_flaccumfaciens_UCD_AKU	1
GCF_000349975.1_ASM34997v1	Helicobacter_cinaedi_CCUG_18818	2
GCF_000353565.1_ASM35356v1	Brevibacillus_borstelensis_AK1	11
GCF_000355845.1_ICDCCJ07004	Campylobacter_jejuni_jejuni_ICDCCJ07004	2
GCF_000359585.1_ATCC25755	Clostridium_tyrobutyricum_DSM_2637	1
GCF_000364325.1_Atop_minu_V1	Atopobium_minutum_10063974	2
GCF_000364365.1_ASM36436v1	Escherichia_coli_str_K_12_substr_MG1655	7
GCF_000364445.1_ASM36444v1	Methylobacterium_mesophilicum_SR1_6_6	NA
GCF_000364865.1_ASM36486v1	Actinomyces_cardiffensis_F0333	1
GCF_000367205.1_ASM36720v1	Propionibacterium_avidum_44067	3
GCF_000368885.1_Acin_radi_NIPH_2130_V1	Acinetobacter_radioresistens_NIPH_2130	5
GCF_000369085.1_Acin_haem_NIPH_261_V1	Acinetobacter_haemolyticus_NIPH_261	3
GCF_000371405.1_Clos_clos_CM201_V1	Clostridium_clostridioforme_CM201	6
GCF_000371425.1_Clos_inno_2959_V1	Clostridium_innocuum_2959	5
GCF_000371445.1_Clos_hath_12489931_V1	Clostridium_hathewayi_12489931	2
GCF_000372405.1_ASM37240v1	Porphyromonas_somerae_DSM_23386	NA
GCF_000373865.1_ASM37386v1	Clostridium_glycolicum_ATCC_14880	5
GCF_000373885.1_ASM37388v1	Blautia_producta_DSM_2950	2
GCF_000374505.1_ASM37450v1	Alistipes_onderdonkii_DSM_19147	2
GCF_000374565.1_ASM37456v1	Bacillus_fordii_DSM_16014	6
GCF_000374605.1_ASM37460v1	Bacteroides_ureolyticus_DSM_20703	1
GCF_000375525.1_ASM37552v1	Corynebacterium_propinquum_DSM_44285	1
GCF_000377625.1_ASM37762v1	Prevotella_veroralis_DSM_19559	2
GCF_000378085.1_ASM37808v1	Prevotella_loescheii_DSM_19665	4
GCF_000378385.1_ASM37838v1	Paenibacillus_daejeonensis_DSM_15491	6
GCF_000378725.1_ASM37872v1	Peptoniphilus_lacrimalis_DSM_7455	5
GCF_000379145.1_ASM37914v1	Bradyrhizobium_elkanii_USDA_76	1
GCF_000379665.1_ASM37966v1	Butyricimonas_synergistica_DSM_23225	3
GCF_000379745.1_ASM37974v1	Enterococcus_cecorum_DSM_20682	4
GCF_000379965.1_ASM37996v1	Prevotella_nanceiensis_DSM_19126	NA
GCF_000380145.1_ASM38014v1	Streptococcus_thoraltensis_DSM_12221	2
GCF_000380465.1_ASM38046v1	Microbacterium_paraoxydans_77MFTsu3_2	3
GCF_000381365.1_Bact_saly_DSM_18765_V1	Bacteroides_salyersiae_WAL_10018	4
GCF_000381525.1_ASM38152v1	Peptostreptococcus_anaerobius_DSM_2949	3
GCF_000381725.1_ASM38172v1	Fusobacterium_russii_ATCC_25533	6
GCF_000382085.1_ASM38208v1	Eubacterium_siraeum_DSM_15702	1
GCF_000383295.1_ASM38329v1	Clostridium_sporosphaeroides_DSM_1294	1
GCF_000390025.1_C-6	Gordonia_terrae_C_6	2
GCF_000392375.2_ASM39237v2	Clostridium_tyrobutyricum_DSM_2637	1
GCF_000392595.1_PleShi1.0	Plesiomonas_shigelloides_302_73	2
GCF_000393835.1_Ente_hira_ATCC8043_V1	Enterococcus_hirae_ATCC_9790	10
GCF_000393955.1_Ente_asin_ATCC700915_V1	Enterococcus_asini_ATCC_700915	1
GCF_000394035.1_Ente_phoe_BAA-412_V1	Enterococcus_phoeniculicola_ATCC_BAA_412	4
GCF_000394055.1_Ente_cocc_BAA-1240_V1	Enterococcus_caccae_ATCC_BAA_1240	2
GCF_000398925.1_Buty_pull_1_20_V1	Butyricicoccus_pullicaecorum_1_2	4
GCF_000399705.1_Acin_pitt_ANC_4052_V1	Acinetobacter_pittii_ANC_4052	6
GCF_000400875.1_ASM40087v1	Fusobacterium_sp_4_8	5
GCF_000401215.1_CloSarAAU1	Clostridium_sartagoforme_AAU1	1
GCF_000401235.1_BacNeaAAU1	Bacillus_nealsonii_AAU1	2
GCF_000403375.2_Paen_bare_G22_V1	Paenibacillus_barengoltzii_G22	7
GCF_000403825.2_Para_gold_dnLKV18_V1	Parabacteroides_goldsteinii_dnLKV18	8
GCF_000406945.1_Ente_disp_ATCC51266_V1	Enterococcus_dispar_ATCC_51266	10
GCF_000406965.1_Ente_aviu_ATCC14025_V1	Enterococcus_avium_ATCC_14025	16
GCF_000406985.1_Ente_dura_ATCC6056_V1	Enterococcus_durans_ATCC_6056	12
GCF_000407045.1_Ente_faec_V583_V1	Enterococcus_faecalis_V583	8
GCF_000407125.1_Lact_garv_ATCC49156_V1	Lactococcus_garvieae_ATCC_49156	12
GCF_000407145.1_Ente_cocc_BAA-1240_V2	Enterococcus_caccae_ATCC_BAA_1240	5
GCF_000407245.1_Ente_aviu_ATCC14025_V2	Enterococcus_avium_ATCC_14025	6
GCF_000407265.1_Ente_dura_ATCC6056_V2	Enterococcus_durans_ATCC_6056	12
GCF_000407305.1_Ente_faec_V583_V2	Enterococcus_faecalis_V583	10
GCF_000407365.1_Ente_asin_ATCC700915_V2	Enterococcus_asini_ATCC_700915	7
GCF_000407425.1_Ente_hira_ATCC8043_V2	Enterococcus_hirae_ATCC_9790	5
GCF_000407505.1_Ente_phoe_BAA-412_V2	Enterococcus_phoeniculicola_ATCC_BAA_412	5
GCF_000407565.1_Ente_ceco_ATCC43198_V1	Enterococcus_cecorum_DSM_20682	6
GCF_000407585.1_Ente_disp_ATCC51266_V2	Enterococcus_dispar_ATCC_51266	12
GCF_000407645.1_Lact_garv_ATCC49156_V2	Lactococcus_garvieae_ATCC_49156	6
GCF_000409755.1_Clostridium_butyricum_DSM_10702_Genome_sequencing	Clostridium_butyricum_DSM_10702	1
GCF_000411115.1_Capn_gran_ATCC_51502_V1	Capnocytophaga_granulosa_ATCC_51502	1
GCF_000411435.1_Bifi_brev_HPH0326_V1	Bifidobacterium_breve_HPH0326	2
GCF_000412335.2_ASM41233v2	Cedecea_davisae_DSM_4568	1
GCF_000420065.1_ASM42006v1	Varibaculum_cambriense_DSM_15806	2
GCF_000420345.1_ASM42034v1	Streptococcus_pleomorphus_DSM_20574	3
GCF_000420465.1_ASM42046v1	Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642	1
GCF_000420645.1_ASM42064v1	Nevskia_ramosa_DSM_11499	4
GCF_000421205.1_ASM42120v1	Prevotella_denticola_DSM20614	NA
GCF_000421505.1_ASM42150v1	Clostridium_methoxybenzovorans_SR3	6
GCF_000422085.1_ASM42208v1	Serratia_liquefaciens_ATCC_27592	7
GCF_000422605.1_ASM42260v1	Eggerthia_catenaformis_OT_569	5
GCF_000422745.1_ASM42274v1	Microbacterium_gubbeenense_DSM_15944	3
GCF_000424025.1_ASM42402v1	Clostridium_paraputrificum_AGR2156	3
GCF_000424105.1_ASM42410v1	Lachnospira_multipara_ATCC_19207	6
GCF_000424205.1_ASM42420v1	Clostridium_cadaveris_AGR2141	8
GCF_000424305.1_ASM42430v1	Pseudobutyrivibrio_ruminis_AD2017	6
GCF_000424605.1_ASM42460v1	Prevotella_bryantii_B14	NA
GCF_000425005.1_ASM42500v1	Solobacterium_moorei_DSM_22971	2
GCF_000425285.1_ASM42528v1	Propionibacterium_jensenii_DSM_20535	2
GCF_000425525.1_ASM42552v1	Ruminococcus_gauvreauii_DSM_19829	3
GCF_000426425.1_ASM42642v1	Bifidobacterium_thermacidophilum_subsp_thermacidophilum_DSM_15837	1
GCF_000426565.1_ASM42656v1	Prevotella_albensis_DSM_11370	NA
GCF_000428105.1_ASM42810v1	Bacteroides_pyogenes_DSM20611	1
GCF_000428125.1_ASM42812v1	Bacteroides_graminisolvens_DSM_19988	1
GCF_000428565.1_ASM42856v1	Parabacteroides_gordonii_DSM_23371	3
GCF_000429065.1_ASM42906v1	Silanimonas_lenta_DSM_16282	3
GCF_000429245.1_ASM42924v1	Actinomyces_georgiae_DSM_6843	4
GCF_000429805.1_ASM42980v1	Clostridium_tyrobutyricum_DSM_2637	3
GCF_000430525.1_ASM43052v1	Prevotella_corporis_DSM_18810	NA
GCF_000430565.1_ASM43056v1	Prevotella_timonensis_4401737	NA
GCF_000430705.1_ASM43070v1	Arthrobacter_castelli_DSM_16402	2
GCF_000439065.1_ASM43906v1	Prevotella_intermedia_ATCC_25611	1
GCF_000439085.1_ASM43908v1	Leminorella_grimontii_ATCC_33999	5
GCF_000439105.1_ASM43910v1	Clostridium_glycolicum_ATCC_14880	9
GCF_000439125.1_ASM43912v1	Blautia_producta_DSM_2950	3
GCF_000439895.1_atcc_33301_v1	Tatumella_ptyseos_ATCC_33301	1
GCF_000441535.1_ASM44153v1	Streptococcus_lutetiensis_033	6
GCF_000449605.2_ASM44960v2	Clostridium_difficile_CD196	6
GCF_000452225.2_ASM45222v2	Clostridium_bifermentans_ATCC_19299	12
GCF_000455285.1_Sm_AP9	Stoquefichus_massiliensis_AP9	1
GCF_000455445.1_4401737	Prevotella_timonensis_4401737	1
GCF_000463665.1_PG_DSM_assembly2012	Propionibacterium_granulosum_DSM_20700	1
GCF_000466385.1_ASM46638v1	Aneurinibacillus_aneurinilyticus_ATCC_12856	1
GCF_000466485.1_ASM46648v1	Clostridium_symbiosum_ATCC_14940	1
GCF_000467225.1_Staphylococcus_xylosus_strain_DMB3-Bh1	Staphylococcus_xylosus_DMB3_Bh1	1
GCF_000467875.1_ASM46787v1	Prevotella_disiens_JCM_6334	1
GCF_000468015.1_ASM46801v1	Ruminococcus_callidus_ATCC_2776001	1
GCF_000468755.1_OprofF0195v1.0	Olsenella_profusa_F019501	1
GCF_000469345.1_ASM46934v1	Eubacterium_ramulus_ATCC_29099	1
GCF_000473245.1_ASM47324v1	Bacillus_infantis_NRRL_B_14911	9
GCF_000473915.1_Prescottia_equi_Genome_sequencing	Rhodococcus_equi_ATCC_33707	1
GCF_000474075.1_ASM47407v1	Streptococcus_constellatus_subsp_constellatus_SK53	1
GCF_000474135.1_ASM47413v1	Streptococcus_constellatus_subsp_pharyngis_SK1060	1
GCF_000478565.1_ASM47856v1	Methyloversatilis_universalis_Fam50001	3
