NCBI_ID	RefSeq_biosample	Organism	GenomeID	RefSeq_assembly_accession	RefSeq_bioproject	RefSeq_ftp_path	# assembly_accession	bioproject	ftp_path
28118	SAMN06473721	Odoribacter splanchnicus 1651/6, DSM 20712	2691	GCF_002159415.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/159/415/GCF_002159415.1_ASM215941v1	GCA_002159415.1	PRJNA377666	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/159/415/GCA_002159415.1_ASM215941v1
28118	SAMN06473727	Odoribacter splanchnicus 1651/6, DSM 20712	2691	GCF_002161635.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/161/635/GCF_002161635.1_ASM216163v1	GCA_002161635.1	PRJNA377666	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/161/635/GCA_002161635.1_ASM216163v1
29466	SAMEA4063028	Veillonella parvula Te3, DSM 2008	2471	GCF_900186885.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/885/GCF_900186885.1_48903_D01	GCA_900186885.1	PRJEB6403	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/186/885/GCA_900186885.1_48903_D01
29466	SAMN04324899	Veillonella parvula Te3, DSM 2008	2471	GCF_001553335.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/335/GCF_001553335.1_ASM155333v1	GCA_001553335.1	PRJNA246509	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/553/335/GCA_001553335.1_ASM155333v1
29466	SAMN06317777	Veillonella parvula Te3, DSM 2008	2471	GCF_002005185.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/005/185/GCF_002005185.1_ASM200518v1	GCA_002005185.1	PRJNA373880	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/005/185/GCA_002005185.1_ASM200518v1
29466	SAMN08193736	Veillonella parvula Te3, DSM 2008	2471	GCF_002847925.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/847/925/GCF_002847925.1_ASM284792v1	GCA_002847925.1	PRJNA316969	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/847/925/GCA_002847925.1_ASM284792v1
35841	SAMEA2674878	Bacillus thermoamylovorans	33823	GCF_000751775.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/751/775/GCF_000751775.1_A1A	GCA_000751775.1	PRJEB6526	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/751/775/GCA_000751775.1_A1A
35841	SAMN03267282	Bacillus thermoamylovorans	33823	GCF_000832245.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/245/GCF_000832245.1_ASM83224v1	GCA_000832245.1	PRJNA270599	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/245/GCA_000832245.1_ASM83224v1
35841	SAMN03267283	Bacillus thermoamylovorans	33823	GCF_000832165.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/165/GCF_000832165.1_ASM83216v1	GCA_000832165.1	PRJNA270599	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/165/GCA_000832165.1_ASM83216v1
35841	SAMN03267284	Bacillus thermoamylovorans	33823	GCF_000832175.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/175/GCF_000832175.1_ASM83217v1	GCA_000832175.1	PRJNA270599	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/175/GCA_000832175.1_ASM83217v1
35841	SAMN03267285	Bacillus thermoamylovorans	33823	GCF_000832185.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/832/185/GCF_000832185.1_ASM83218v1	GCA_000832185.1	PRJNA270599	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/832/185/GCA_000832185.1_ASM83218v1
35841	SAMN07665164	Bacillus thermoamylovorans	33823	GCF_003096215.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/096/215/GCF_003096215.1_ASM309621v1	GCA_003096215.1	PRJNA407857	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/096/215/GCA_003096215.1_ASM309621v1
46506	SAMN03653591	Bifidobacterium stercoris ATCC 43183	1000	GCF_001535605.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/535/605/GCF_001535605.1_ASM153560v1	GCA_001535605.1	PRJNA283624	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/535/605/GCA_001535605.1_ASM153560v1
46506	SAMN05444283	Bifidobacterium stercoris ATCC 43183	1000	GCF_900106605.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/106/605/GCF_900106605.1_IMG-taxon_2693429855_annotated_assembly	GCA_900106605.1	PRJEB16546	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/106/605/GCA_900106605.1_IMG-taxon_2693429855_annotated_assembly
61171	NA	Holdemania filiformis VPI J1-31B-1, DSM 12042	2036	NA	NA	NA	NA	NA	NA
66692	SAMD00061074	Bacillus clausii KSM-K16	1208	GCF_000009825.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/825/GCF_000009825.1_ASM982v1	GCA_000009825.1	PRJNA13291	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/825/GCA_000009825.1_ASM982v1
84026	NA	Clostridium methylpentosum R2, DSM 5476	2052	NA	NA	NA	NA	NA	NA
85962	SAMN02603761	Helicobacter pylori 26695	169	GCF_000307795.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/307/795/GCF_000307795.1_ASM30779v1	GCA_000307795.1	PRJNA175543	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/307/795/GCA_000307795.1_ASM30779v1
85962	SAMN02603995	Helicobacter pylori 26695	169	GCF_000008525.1	PRJNA57787	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/525/GCF_000008525.1_ASM852v1	GCA_000008525.1	PRJNA233	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/525/GCA_000008525.1_ASM852v1
89152	NA	Clostridium hiranonis TO-931 DSM 13275	2045	NA	NA	NA	NA	NA	NA
165179	SAMN07313576	Prevotella copri CB7, DSM 18205	2050	GCF_002224675.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/675/GCF_002224675.1_ASM222467v1	GCA_002224675.1	PRJNA393007	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/224/675/GCA_002224675.1_ASM222467v1
168384	SAMN05660368	Marvinbryantia formatexigens I-52, DSM 14469	957	GCF_900102475.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/475/GCF_900102475.1_IMG-taxon_2599185228_annotated_assembly	GCA_900102475.1	PRJEB15852	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/102/475/GCA_900102475.1_IMG-taxon_2599185228_annotated_assembly
176280	SAMN02603126	Staphylococcus epidermidis ATCC 12228	155	GCF_000007645.1	PRJNA57861	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/645/GCF_000007645.1_ASM764v1	GCA_000007645.1	PRJNA279	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/645/GCA_000007645.1_ASM764v1
192222	SAMEA1705929	Campylobacter jejuni jejuni NCTC 11168	149	GCF_000009085.1	PRJNA57587	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/085/GCF_000009085.1_ASM908v1	GCA_000009085.1	PRJNA8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/085/GCA_000009085.1_ASM908v1
195103	SAMN02604008	Clostridium perfringens ATCC 13124	158	GCF_000013285.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/285/GCF_000013285.1_ASM1328v1	GCA_000013285.1	PRJNA304	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/285/GCA_000013285.1_ASM1328v1
203267	SAMN02603248	Tropheryma whipplei str. Twist	162	GCF_000007485.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/485/GCF_000007485.1_ASM748v1	GCA_000007485.1	PRJNA95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/485/GCA_000007485.1_ASM748v1
204516	NA	Bacteroides massiliensis B846dnLKV334 = Timone 84634 = DSM 17679 = JCM 13223	14143	NA	NA	NA	NA	NA	NA
205913	SAMN02441414	Bifidobacterium longum DJO10A	183	GCF_000166895.2	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/895/GCF_000166895.2_ASM16689v2	GCA_000166895.2	PRJNA321	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/895/GCA_000166895.2_ASM16689v2
205913	SAMN02603512	Bifidobacterium longum DJO10A	183	GCF_000008945.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/945/GCF_000008945.1_ASM894v1	GCA_000008945.1	PRJNA18773	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/945/GCA_000008945.1_ASM894v1
205921	SAMN02604011	Streptococcus agalactiae A909	186	GCF_000012705.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/705/GCF_000012705.1_ASM1270v1	GCA_000012705.1	PRJNA326	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/705/GCA_000012705.1_ASM1270v1
206672	SAMN02603675	Bifidobacterium longum NCC2705	183	GCF_000007525.1	PRJNA57939	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/007/525/GCF_000007525.1_ASM752v1	GCA_000007525.1	PRJNA328	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/525/GCA_000007525.1_ASM752v1
213810	SAMD00016815	Ruminococcus champanellensis 18P13	2232	GCF_001312825.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/312/825/GCF_001312825.1_ASM131282v1	GCA_001312825.1	PRJDB896	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/312/825/GCA_001312825.1_ASM131282v1
213810	SAMEA3138364	Ruminococcus champanellensis 18P13	2232	GCF_000210095.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/210/095/GCF_000210095.1_ASM21009v1	GCA_000210095.1	PRJNA39179	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/095/GCA_000210095.1_ASM21009v1
216816	SAMD00019943	Bifidobacterium longum longum JCM 1217	183	GCF_000829295.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/295/GCF_000829295.1_ASM82929v1	GCA_000829295.1	PRJDB3123	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/295/GCA_000829295.1_ASM82929v1
216816	SAMEA51815668	Bifidobacterium longum longum JCM 1217	183	GCF_900157095.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/095/GCF_900157095.1_Bifido_01_v1	GCA_900157095.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/095/GCA_900157095.1_Bifido_01_v1
216816	SAMEA51816418	Bifidobacterium longum longum JCM 1217	183	GCF_900157195.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/195/GCF_900157195.1_Bifido_02_v1	GCA_900157195.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/195/GCA_900157195.1_Bifido_02_v1
216816	SAMEA51817168	Bifidobacterium longum longum JCM 1217	183	GCF_900157145.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/145/GCF_900157145.1_Bifido_03_v1	GCA_900157145.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/145/GCA_900157145.1_Bifido_03_v1
216816	SAMEA51817918	Bifidobacterium longum longum JCM 1217	183	GCF_900157085.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/085/GCF_900157085.1_Bifido_04_v1	GCA_900157085.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/085/GCA_900157085.1_Bifido_04_v1
216816	SAMEA51818668	Bifidobacterium longum longum JCM 1217	183	GCF_900157115.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/115/GCF_900157115.1_Bifido_05_v1	GCA_900157115.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/115/GCA_900157115.1_Bifido_05_v1
216816	SAMEA51819418	Bifidobacterium longum longum JCM 1217	183	GCF_900157155.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/155/GCF_900157155.1_Bifido_06_v1	GCA_900157155.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/155/GCA_900157155.1_Bifido_06_v1
216816	SAMEA51821668	Bifidobacterium longum longum JCM 1217	183	GCF_900157055.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/055/GCF_900157055.1_Bifido_09_v1	GCA_900157055.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/055/GCA_900157055.1_Bifido_09_v1
216816	SAMEA51823918	Bifidobacterium longum longum JCM 1217	183	GCF_900157165.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/165/GCF_900157165.1_Bifido_12_v1	GCA_900157165.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/165/GCA_900157165.1_Bifido_12_v1
216816	SAMEA51824668	Bifidobacterium longum longum JCM 1217	183	GCF_900157075.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/075/GCF_900157075.1_Bifido_S1_v1	GCA_900157075.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/075/GCA_900157075.1_Bifido_S1_v1
216816	SAMEA51825418	Bifidobacterium longum longum JCM 1217	183	GCF_900157065.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/065/GCF_900157065.1_PC1_v1	GCA_900157065.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/065/GCA_900157065.1_PC1_v1
216816	SAMEA51826168	Bifidobacterium longum longum JCM 1217	183	GCF_900157185.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/157/185/GCF_900157185.1_PC4_v1	GCA_900157185.1	PRJEB18553	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/185/GCA_900157185.1_PC4_v1
216816	SAMN02463822	Bifidobacterium longum longum JCM 1217	183	GCF_000185665.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/665/GCF_000185665.1_ASM18566v1	GCA_000185665.1	PRJNA41959	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/665/GCA_000185665.1_ASM18566v1
216816	SAMN02843216	Bifidobacterium longum longum JCM 1217	183	GCF_000730205.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/730/205/GCF_000730205.1_ASM73020v1	GCA_000730205.1	PRJNA251950	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/730/205/GCA_000730205.1_ASM73020v1
216816	SAMN03271682	Bifidobacterium longum longum JCM 1217	183	GCF_001293145.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/145/GCF_001293145.1_ASM129314v1	GCA_001293145.1	PRJNA270904	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/293/145/GCA_001293145.1_ASM129314v1
216816	SAMN03842222	Bifidobacterium longum longum JCM 1217	183	GCF_001546275.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/546/275/GCF_001546275.1_ASM154627v1	GCA_001546275.1	PRJNA272123	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/546/275/GCA_001546275.1_ASM154627v1
216816	SAMN04155602	Bifidobacterium longum longum JCM 1217	183	GCF_001595465.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/595/465/GCF_001595465.1_ASM159546v1	GCA_001595465.1	PRJNA298113	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/595/465/GCA_001595465.1_ASM159546v1
216816	SAMN04254466	Bifidobacterium longum longum JCM 1217	183	GCF_001719085.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/085/GCF_001719085.1_ASM171908v1	GCA_001719085.1	PRJNA301703	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/719/085/GCA_001719085.1_ASM171908v1
216816	SAMN04489748	Bifidobacterium longum longum JCM 1217	183	GCF_900104835.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/835/GCF_900104835.1_IMG-taxon_2634166334_annotated_assembly	GCA_900104835.1	PRJEB16393	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/104/835/GCA_900104835.1_IMG-taxon_2634166334_annotated_assembly
216816	SAMN04489749	Bifidobacterium longum longum JCM 1217	183	GCF_900103055.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/103/055/GCF_900103055.1_IMG-taxon_2636416037_annotated_assembly	GCA_900103055.1	PRJEB16276	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/103/055/GCA_900103055.1_IMG-taxon_2636416037_annotated_assembly
216816	SAMN06621706	Bifidobacterium longum longum JCM 1217	183	GCF_002076095.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/095/GCF_002076095.1_Bbif1886B	GCA_002076095.1	PRJNA379831	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/076/095/GCA_002076095.1_Bbif1886B
216816	SAMN06621710	Bifidobacterium longum longum JCM 1217	183	GCF_002076015.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/076/015/GCF_002076015.1_Bbif1890B	GCA_002076015.1	PRJNA379831	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/076/015/GCA_002076015.1_Bbif1890B
216816	SAMN06621715	Bifidobacterium longum longum JCM 1217	183	GCF_002075935.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/075/935/GCF_002075935.1_Bbif1897B	GCA_002075935.1	PRJNA379831	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/075/935/GCA_002075935.1_Bbif1897B
216816	SAMN06621716	Bifidobacterium longum longum JCM 1217	183	GCF_002075875.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/075/875/GCF_002075875.1_Bbif1898B	GCA_002075875.1	PRJNA379831	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/075/875/GCA_002075875.1_Bbif1898B
216816	SAMN07503177	Bifidobacterium longum longum JCM 1217	183	GCF_002276185.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/276/185/GCF_002276185.1_ASM227618v1	GCA_002276185.1	PRJNA398177	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/276/185/GCA_002276185.1_ASM227618v1
216816	SAMN07958347	Bifidobacterium longum longum JCM 1217	183	GCF_002833315.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/315/GCF_002833315.1_ASM283331v1	GCA_002833315.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/315/GCA_002833315.1_ASM283331v1
216816	SAMN07958348	Bifidobacterium longum longum JCM 1217	183	GCF_002833205.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/205/GCF_002833205.1_ASM283320v1	GCA_002833205.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/205/GCA_002833205.1_ASM283320v1
216816	SAMN07958349	Bifidobacterium longum longum JCM 1217	183	GCF_002833185.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/185/GCF_002833185.1_ASM283318v1	GCA_002833185.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/185/GCA_002833185.1_ASM283318v1
216816	SAMN07958350	Bifidobacterium longum longum JCM 1217	183	GCF_002833175.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/175/GCF_002833175.1_ASM283317v1	GCA_002833175.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/175/GCA_002833175.1_ASM283317v1
216816	SAMN07958351	Bifidobacterium longum longum JCM 1217	183	GCF_002833285.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/285/GCF_002833285.1_ASM283328v1	GCA_002833285.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/285/GCA_002833285.1_ASM283328v1
216816	SAMN07958352	Bifidobacterium longum longum JCM 1217	183	GCF_002833135.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/135/GCF_002833135.1_ASM283313v1	GCA_002833135.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/135/GCA_002833135.1_ASM283313v1
216816	SAMN07958353	Bifidobacterium longum longum JCM 1217	183	GCF_002833115.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/115/GCF_002833115.1_ASM283311v1	GCA_002833115.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/115/GCA_002833115.1_ASM283311v1
216816	SAMN07958354	Bifidobacterium longum longum JCM 1217	183	GCF_002833125.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/125/GCF_002833125.1_ASM283312v1	GCA_002833125.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/125/GCA_002833125.1_ASM283312v1
216816	SAMN07958355	Bifidobacterium longum longum JCM 1217	183	GCF_002833265.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/265/GCF_002833265.1_ASM283326v1	GCA_002833265.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/265/GCA_002833265.1_ASM283326v1
216816	SAMN07958356	Bifidobacterium longum longum JCM 1217	183	GCF_002833075.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/075/GCF_002833075.1_ASM283307v1	GCA_002833075.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/075/GCA_002833075.1_ASM283307v1
216816	SAMN07958357	Bifidobacterium longum longum JCM 1217	183	GCF_002833055.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/055/GCF_002833055.1_ASM283305v1	GCA_002833055.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/055/GCA_002833055.1_ASM283305v1
216816	SAMN07958358	Bifidobacterium longum longum JCM 1217	183	GCF_002833065.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/065/GCF_002833065.1_ASM283306v1	GCA_002833065.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/065/GCA_002833065.1_ASM283306v1
216816	SAMN07958359	Bifidobacterium longum longum JCM 1217	183	GCF_002833035.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/035/GCF_002833035.1_ASM283303v1	GCA_002833035.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/035/GCA_002833035.1_ASM283303v1
216816	SAMN07958360	Bifidobacterium longum longum JCM 1217	183	GCF_002832985.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/985/GCF_002832985.1_ASM283298v1	GCA_002832985.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/985/GCA_002832985.1_ASM283298v1
216816	SAMN07958361	Bifidobacterium longum longum JCM 1217	183	GCF_002832955.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/955/GCF_002832955.1_ASM283295v1	GCA_002832955.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/955/GCA_002832955.1_ASM283295v1
216816	SAMN07958362	Bifidobacterium longum longum JCM 1217	183	GCF_002833015.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/015/GCF_002833015.1_ASM283301v1	GCA_002833015.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/015/GCA_002833015.1_ASM283301v1
216816	SAMN07958363	Bifidobacterium longum longum JCM 1217	183	GCF_002832945.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/945/GCF_002832945.1_ASM283294v1	GCA_002832945.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/945/GCA_002832945.1_ASM283294v1
216816	SAMN07958364	Bifidobacterium longum longum JCM 1217	183	GCF_002833255.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/255/GCF_002833255.1_ASM283325v1	GCA_002833255.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/255/GCA_002833255.1_ASM283325v1
216816	SAMN07958365	Bifidobacterium longum longum JCM 1217	183	GCF_002832995.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/832/995/GCF_002832995.1_ASM283299v1	GCA_002832995.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/832/995/GCA_002832995.1_ASM283299v1
216816	SAMN07958366	Bifidobacterium longum longum JCM 1217	183	GCF_002833215.1	PRJNA224116	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/833/215/GCF_002833215.1_ASM283321v1	GCA_002833215.1	PRJNA394834	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/833/215/GCA_002833215.1_ASM283321v1
